domain,stratum,source,source_rank,run_id,device,viewport,locale,geo_country,datetime_utc,final_url,status,blocked_reason,banner_present,banner_type,cms_cmp_vendor,language_detected,accept_all_first_layer,reject_all_first_layer,manage_first_layer,close_button_present,clicks_accept_all,clicks_reject_all,delta_clicks,steps_reject_description,has_toggle_analytics,has_toggle_ads,default_on_analytics,default_on_ads,has_reject_all_anywhere,third_party_before_consent,third_party_after_reject,tracking_after_reject_flag,dp1_flag,dp2_flag,dp3_flag,dp4_flag,dp5_flag,dp6_flag,dp7_flag,dp8_flag,screenshot_path_banner,screenshot_path_manage,notes
tot.co.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:57:08.327Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://tot.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
cattelecom.com,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:58:08.371Z,,error,"page.goto: Navigation to ""http://cattelecom.com/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
[2m  - navigating to ""http://cattelecom.com/"", waiting until ""domco",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
cattelecom.com,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:58:08.569Z,,error,"page.goto: Navigation to ""http://cattelecom.com/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
[2m  - navigating to ""http://cattelecom.com/"", waiting until ""domco",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
cattelecom.com,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:58:08.715Z,,error,"page.goto: Navigation to ""http://cattelecom.com/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
[2m  - navigating to ""http://cattelecom.com/"", waiting until ""domco",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
cattelecom.com,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:58:08.862Z,,error,"page.goto: Navigation to ""http://cattelecom.com/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
[2m  - navigating to ""http://cattelecom.com/"", waiting until ""domco",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
tot.co.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:57:11.604Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://tot.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
inet.co.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:58:09.009Z,https://inet.co.th/,ok,,0,,unknown,en-US,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/inet.co.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/inet.co.th/desktop/run1_interstitial_step1_before.png; 
inet.co.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:58:11.651Z,https://inet.co.th/,ok,,0,,unknown,en-US,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/inet.co.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/inet.co.th/desktop/run2_interstitial_step1_before.png; 
inet.co.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:58:15.918Z,https://inet.co.th/th,ok,,1,,unknown,th,0,0,0,1,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/inet.co.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/inet.co.th/mobile/run1_interstitial_step1_before.png; 
sinet.co.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:58:23.928Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://sinet.co.th/
Call log:
[2m  - navigating to ""http://sinet.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
sinet.co.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:58:24.108Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://sinet.co.th/
Call log:
[2m  - navigating to ""http://sinet.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
sinet.co.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:58:24.166Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://sinet.co.th/
Call log:
[2m  - navigating to ""http://sinet.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
sinet.co.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:58:24.222Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://sinet.co.th/
Call log:
[2m  - navigating to ""http://sinet.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
csloxinfo.com,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:58:24.275Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://csloxinfo.com/
Call log:
[2m  - navigating to ""http://csloxinfo.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
csloxinfo.com,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:58:24.350Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://csloxinfo.com/
Call log:
[2m  - navigating to ""http://csloxinfo.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
csloxinfo.com,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:58:24.407Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://csloxinfo.com/
Call log:
[2m  - navigating to ""http://csloxinfo.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
csloxinfo.com,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:58:24.469Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://csloxinfo.com/
Call log:
[2m  - navigating to ""http://csloxinfo.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
inet.co.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:58:18.432Z,https://inet.co.th/th,ok,,1,,unknown,th,0,0,0,1,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/inet.co.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/inet.co.th/mobile/run2_interstitial_step1_before.png; 
uih.co.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:58:24.527Z,https://www.uih.co.th/,ok,,1,,unknown,,1,1,1,0,1,1,0,,0,0,0,0,1,0,1,1,,0,0,,,,1,,evidence/uih.co.th/desktop/run1_banner.png,evidence/uih.co.th/desktop/run1_manage.png,interstitial_step1_before=evidence/uih.co.th/desktop/run1_interstitial_step1_before.png; 
uih.co.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:58:26.607Z,https://www.uih.co.th/,ok,,1,,unknown,,1,1,1,0,1,1,0,,0,0,0,0,1,0,1,1,,0,0,,,,1,,evidence/uih.co.th/desktop/run2_banner.png,evidence/uih.co.th/desktop/run2_manage.png,interstitial_step1_before=evidence/uih.co.th/desktop/run2_interstitial_step1_before.png; 
uih.co.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:58:37.702Z,https://www.uih.co.th/,ok,,1,,unknown,,1,1,1,0,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,evidence/uih.co.th/mobile/run1_banner.png,evidence/uih.co.th/mobile/run1_manage.png,interstitial_step1_before=evidence/uih.co.th/mobile/run1_interstitial_step1_before.png; 
uih.co.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:58:38.927Z,https://www.uih.co.th/,ok,,1,,unknown,,1,1,1,0,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,evidence/uih.co.th/mobile/run2_banner.png,evidence/uih.co.th/mobile/run2_manage.png,interstitial_step1_before=evidence/uih.co.th/mobile/run2_interstitial_step1_before.png; 
tot.co.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:58:07.464Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://tot.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
jasmine.com,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:58:49.485Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://jasmine.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
jasmine.com,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:58:50.770Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://jasmine.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
samarttel.com,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:59:50.811Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://samarttel.com/
Call log:
[2m  - navigating to ""http://samarttel.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
samarttel.com,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:59:50.943Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://samarttel.com/
Call log:
[2m  - navigating to ""http://samarttel.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
samarttel.com,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:59:50.993Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://samarttel.com/
Call log:
[2m  - navigating to ""http://samarttel.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
samarttel.com,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:59:51.043Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://samarttel.com/
Call log:
[2m  - navigating to ""http://samarttel.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
thaicom.net,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:59:51.093Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://thaicom.net/
Call log:
[2m  - navigating to ""http://thaicom.net/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
thaicom.net,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:59:51.165Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://thaicom.net/
Call log:
[2m  - navigating to ""http://thaicom.net/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
thaicom.net,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:59:51.216Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://thaicom.net/
Call log:
[2m  - navigating to ""http://thaicom.net/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
thaicom.net,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:59:51.266Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://thaicom.net/
Call log:
[2m  - navigating to ""http://thaicom.net/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
aisfibre3.com,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:59:51.317Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://aisfibre3.com/
Call log:
[2m  - navigating to ""http://aisfibre3.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
aisfibre3.com,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:59:54.803Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://aisfibre3.com/
Call log:
[2m  - navigating to ""http://aisfibre3.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
aisfibre3.com,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:59:54.856Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://aisfibre3.com/
Call log:
[2m  - navigating to ""http://aisfibre3.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
aisfibre3.com,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:59:54.906Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://aisfibre3.com/
Call log:
[2m  - navigating to ""http://aisfibre3.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
jasmine.com,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:59:07.538Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://jasmine.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
jasmine.com,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:59:49.545Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://jasmine.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
pea.co.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:59:54.956Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://pea.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
pea.co.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T16:00:07.598Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://pea.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
mea.or.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T16:01:07.660Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://mea.or.th/
Call log:
[2m  - navigating to ""http://mea.or.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
mea.or.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T16:01:07.766Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://mea.or.th/
Call log:
[2m  - navigating to ""http://mea.or.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
mea.or.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T16:01:07.855Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://mea.or.th/
Call log:
[2m  - navigating to ""http://mea.or.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
mea.or.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T16:01:07.910Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://mea.or.th/
Call log:
[2m  - navigating to ""http://mea.or.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
egat.co.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T16:01:07.963Z,https://egat.co.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/egat.co.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/egat.co.th/desktop/run1_interstitial_step1_before.png; 
egat.co.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T16:01:14.241Z,https://egat.co.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/egat.co.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/egat.co.th/desktop/run2_interstitial_step1_before.png; 
egat.co.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T16:01:20.488Z,https://www.egat.co.th/home/index/,ok,,1,,unknown,en-US,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,6,,,1,1,0,,,,,,evidence/egat.co.th/mobile/run1_banner.png,evidence/egat.co.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/egat.co.th/mobile/run1_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์ กฟผ.""; interstitial_step1_after=evidence/egat.co.th/mobile/run1_interstitial_step1_after.png; "
egat.co.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T16:01:30.416Z,https://www.egat.co.th/home/index/,ok,,1,,unknown,en-US,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,6,,,1,1,0,,,,,,evidence/egat.co.th/mobile/run2_banner.png,evidence/egat.co.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/egat.co.th/mobile/run2_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์ กฟผ.""; interstitial_step1_after=evidence/egat.co.th/mobile/run2_interstitial_step1_after.png; "
pea.co.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T16:00:49.616Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://pea.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
erc.or.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T16:01:40.293Z,https://erc.or.th/,ok,,1,,unknown,th,1,1,1,1,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,evidence/erc.or.th/desktop/run1_banner.png,evidence/erc.or.th/desktop/run1_manage.png,interstitial_step1_before=evidence/erc.or.th/desktop/run1_interstitial_step1_before.png; 
pea.co.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T16:00:54.986Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://pea.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
erc.or.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T16:01:49.694Z,https://erc.or.th/,ok,,1,,unknown,th,1,1,1,1,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,evidence/erc.or.th/desktop/run2_banner.png,evidence/erc.or.th/desktop/run2_manage.png,interstitial_step1_before=evidence/erc.or.th/desktop/run2_interstitial_step1_before.png; 
erc.or.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T16:01:54.989Z,https://erc.or.th/,ok,,1,,unknown,th,1,1,1,1,1,1,0,,0,0,0,0,1,1,0,0,,0,0,,,,0,,evidence/erc.or.th/mobile/run1_banner.png,evidence/erc.or.th/mobile/run1_manage.png,interstitial_step1_before=evidence/erc.or.th/mobile/run1_interstitial_step1_before.png; 
erc.or.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T16:01:55.032Z,https://erc.or.th/,ok,,1,,unknown,th,1,1,1,1,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,evidence/erc.or.th/mobile/run2_banner.png,evidence/erc.or.th/mobile/run2_manage.png,interstitial_step1_before=evidence/erc.or.th/mobile/run2_interstitial_step1_before.png; 
pwa.co.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T16:02:03.519Z,https://pwa.co.th/,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/pwa.co.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/pwa.co.th/desktop/run1_interstitial_step1_before.png; 
pwa.co.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T16:02:08.329Z,https://pwa.co.th/,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/pwa.co.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/pwa.co.th/mobile/run1_interstitial_step1_before.png; 
pwa.co.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T16:02:08.324Z,https://pwa.co.th/,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/pwa.co.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/pwa.co.th/desktop/run2_interstitial_step1_before.png; 
pwa.co.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T16:02:10.247Z,https://pwa.co.th/,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/pwa.co.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/pwa.co.th/mobile/run2_interstitial_step1_before.png; 
mwa.co.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T16:02:15.027Z,https://mwa.co.th/,ok,,1,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,evidence/mwa.co.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/mwa.co.th/desktop/run2_interstitial_step1_before.png; 
mwa.co.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T16:02:14.962Z,https://mwa.co.th/,ok,,1,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,evidence/mwa.co.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/mwa.co.th/desktop/run1_interstitial_step1_before.png; 
mwa.co.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T16:02:16.816Z,https://mwa.co.th/,ok,,1,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,evidence/mwa.co.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/mwa.co.th/mobile/run1_interstitial_step1_before.png; 
mwa.co.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T16:02:30.264Z,https://mwa.co.th/,ok,,1,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,evidence/mwa.co.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/mwa.co.th/mobile/run2_interstitial_step1_before.png; 
pttplc.com,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T16:02:30.268Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://pttplc.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
pttplc.com,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T16:02:31.313Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://pttplc.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
pttep.com,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T16:03:31.351Z,"https://validate.perfdrive.com/4448b7250a2ba91d43bf86c72044f503/?ssa=093cb055-73a9-4c12-a1ef-7f3f09e9853a&ssb=48447264649&ssc=https%3A%2F%2Fwww.pttep.com%2F&ssi=f3a8f840-c58r-4248-babb-972c4577263a&ssk=support@shieldsquare.com&ssm=11646341110187235106265297421593&ssn=ee85dad288ffa0c786817b2ae3b6c76b49e28c79f18b-4095-4983-b385d0&sso=9a9887c4-df637549c13619c981cfbe1dd11bde5159aa4b8ea476bd7b&ssp=91113807171770867017177089638350438&ssq=29306522581227104423325812994402540484409&ssr=MTg0LjIyLjguNzE=&sst=Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20HeadlessChrome/145.0.7632.6%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJ1em14IjoiN2Y5MDAwYWUwYjUxNTMtMjE1My00OTNlLWE2MGMtM2Y3NWYwM2NmNzQ4MS0xNzcwODI1ODEyMTU3MC03MTQ3NGEzM2IxOGZhOWI3MTAiLCJyZCI6InB0dGVwLmNvbSIsIl9fdXptZiI6IjdmOTAwMDhjNzlmMThiLTQwOTUtNDk4My1iN2M0LWRmNjM3NTQ5YzEzNjEtMTc3MDgyNTgxMjE1NzAtMDAyNjc4YmNhZDczNjU5NDcwOTEwIn0=",ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/pttep.com/desktop/run1_banner.png,,interstitial_step1_before=evidence/pttep.com/desktop/run1_interstitial_step1_before.png; 
pttplc.com,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T16:02:44.500Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://pttplc.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
