domain,stratum,source,source_rank,run_id,device,viewport,locale,geo_country,datetime_utc,final_url,status,blocked_reason,banner_present,banner_type,cms_cmp_vendor,language_detected,accept_all_first_layer,reject_all_first_layer,manage_first_layer,close_button_present,clicks_accept_all,clicks_reject_all,delta_clicks,steps_reject_description,has_toggle_analytics,has_toggle_ads,default_on_analytics,default_on_ads,has_reject_all_anywhere,third_party_before_consent,third_party_after_reject,tracking_after_reject_flag,dp1_flag,dp2_flag,dp3_flag,dp4_flag,dp5_flag,dp6_flag,dp7_flag,dp8_flag,dp3_flag_adv,dp3_pre_tracking_count,dp3_reject_tracking_count,dp3_accept_tracking_count,dp3_pre_only_endpoints_count,dp3_pre_only_cookies_count,dp3_pre_only_endpoints_sample,dp3_pre_only_cookies_sample,canvas_fp_preconsent,screenshot_path_banner,screenshot_path_manage,notes
sinet.co.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T15:58:27.946Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://sinet.co.th/
Call log:
[2m  - navigating to ""http://sinet.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
csloxinfo.com,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T15:58:27.975Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://csloxinfo.com/
Call log:
[2m  - navigating to ""http://csloxinfo.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
csloxinfo.com,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T15:58:28.057Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://csloxinfo.com/
Call log:
[2m  - navigating to ""http://csloxinfo.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
csloxinfo.com,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T15:58:28.086Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://csloxinfo.com/
Call log:
[2m  - navigating to ""http://csloxinfo.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
csloxinfo.com,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T15:58:28.160Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://csloxinfo.com/
Call log:
[2m  - navigating to ""http://csloxinfo.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
uih.co.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T15:58:28.258Z,https://www.uih.co.th/,ok,,1,,unknown,,1,1,1,0,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,,,,,,,,,,evidence/uih.co.th/desktop/run2_banner.png,evidence/uih.co.th/desktop/run2_manage.png,"interstitial_step1_before=evidence/uih.co.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.uih.co.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/uih.co.th/desktop/run2_interstitial_step1_after.png; "
uih.co.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T15:58:28.188Z,https://www.uih.co.th/,ok,,1,,unknown,,1,1,1,0,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,,,,,,,,,,evidence/uih.co.th/desktop/run1_banner.png,evidence/uih.co.th/desktop/run1_manage.png,"interstitial_step1_before=evidence/uih.co.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.uih.co.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/uih.co.th/desktop/run1_interstitial_step1_after.png; "
uih.co.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T15:58:44.524Z,https://www.uih.co.th/,ok,,1,,unknown,,1,1,1,0,1,1,0,,0,0,0,0,1,2,0,0,,0,0,,,,0,,,,,,,,,,,evidence/uih.co.th/mobile/run1_banner.png,evidence/uih.co.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/uih.co.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.uih.co.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/uih.co.th/mobile/run1_interstitial_step1_after.png; "
uih.co.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T15:58:44.550Z,https://www.uih.co.th/,ok,,1,,unknown,,1,1,1,0,1,1,0,,0,0,0,0,1,2,1,1,,0,0,,,,1,,,,,,,,,,,evidence/uih.co.th/mobile/run2_banner.png,evidence/uih.co.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/uih.co.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.uih.co.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/uih.co.th/mobile/run2_interstitial_step1_after.png; "
jasmine.com,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T15:58:58.331Z,https://jasmine.com/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/jasmine.com/desktop/run1_banner.png,,interstitial_step1_before=evidence/jasmine.com/desktop/run1_interstitial_step1_before.png; 
tot.co.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T15:58:07.295Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://tot.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
jasmine.com,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T15:58:59.527Z,https://jasmine.com/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/jasmine.com/desktop/run2_banner.png,,interstitial_step1_before=evidence/jasmine.com/desktop/run2_interstitial_step1_before.png; 
samarttel.com,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T15:59:08.774Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://samarttel.com/
Call log:
[2m  - navigating to ""http://samarttel.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
samarttel.com,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T15:59:12.505Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://samarttel.com/
Call log:
[2m  - navigating to ""http://samarttel.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
samarttel.com,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T15:59:17.416Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://samarttel.com/
Call log:
[2m  - navigating to ""http://samarttel.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
samarttel.com,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T15:59:23.769Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://samarttel.com/
Call log:
[2m  - navigating to ""http://samarttel.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
thaicom.net,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T15:59:28.478Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://thaicom.net/
Call log:
[2m  - navigating to ""http://thaicom.net/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
thaicom.net,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T15:59:35.580Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://thaicom.net/
Call log:
[2m  - navigating to ""http://thaicom.net/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
thaicom.net,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T15:59:42.318Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://thaicom.net/
Call log:
[2m  - navigating to ""http://thaicom.net/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
thaicom.net,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T15:59:48.708Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://thaicom.net/
Call log:
[2m  - navigating to ""http://thaicom.net/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
jasmine.com,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T15:59:06.168Z,https://www.jasmine.com/en/intro-page,ok,,1,,unknown,en,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/jasmine.com/mobile/run1_banner.png,evidence/jasmine.com/mobile/run1_manage.png,"interstitial_step1_before=evidence/jasmine.com/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.jasmine.com/en/cookie-policy; interstitial_clicked=""""; interstitial_step1_after=evidence/jasmine.com/mobile/run1_interstitial_step1_after.png; "
aisfibre3.com,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T15:59:53.699Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://aisfibre3.com/
Call log:
[2m  - navigating to ""http://aisfibre3.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
aisfibre3.com,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T15:59:55.384Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://aisfibre3.com/
Call log:
[2m  - navigating to ""http://aisfibre3.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
jasmine.com,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T15:59:07.441Z,https://www.jasmine.com/en/intro-page,ok,,1,,unknown,en,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/jasmine.com/mobile/run2_banner.png,evidence/jasmine.com/mobile/run2_manage.png,"interstitial_step1_before=evidence/jasmine.com/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.jasmine.com/en/cookie-policy; interstitial_clicked=""""; interstitial_step1_after=evidence/jasmine.com/mobile/run2_interstitial_step1_after.png; "
aisfibre3.com,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T15:59:58.039Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://aisfibre3.com/
Call log:
[2m  - navigating to ""http://aisfibre3.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
aisfibre3.com,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T16:00:00.346Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://aisfibre3.com/
Call log:
[2m  - navigating to ""http://aisfibre3.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
pea.co.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T16:00:00.693Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://pea.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
pea.co.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T16:00:03.242Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://pea.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
pea.co.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T16:00:06.741Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://pea.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
mea.or.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T16:01:07.259Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://mea.or.th/
Call log:
[2m  - navigating to ""http://mea.or.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
mea.or.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T16:01:09.397Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://mea.or.th/
Call log:
[2m  - navigating to ""http://mea.or.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
mea.or.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T16:01:13.162Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://mea.or.th/
Call log:
[2m  - navigating to ""http://mea.or.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
mea.or.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T16:01:13.944Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://mea.or.th/
Call log:
[2m  - navigating to ""http://mea.or.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
egat.co.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T16:01:16.591Z,https://egat.co.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/egat.co.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/egat.co.th/desktop/run1_interstitial_step1_before.png; 
egat.co.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T16:01:17.058Z,https://egat.co.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/egat.co.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/egat.co.th/desktop/run2_interstitial_step1_before.png; 
pea.co.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T16:01:07.088Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://pea.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
egat.co.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T16:01:27.621Z,https://www.egat.co.th/home/index/,ok,,1,,unknown,en-US,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/egat.co.th/mobile/run2_banner.png,evidence/egat.co.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/egat.co.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.egat.co.th/cookies-policy.html; interstitial_clicked=""""; interstitial_step1_after=evidence/egat.co.th/mobile/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/egat.co.th/mobile/run2_interstitial_step2_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์ กฟผ.""; interstitial_step2_after=evidence/egat.co.th/mobile/run2_interstitial_step2_after.png; "
egat.co.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T16:01:27.156Z,https://www.egat.co.th/home/index/,ok,,1,,unknown,en-US,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/egat.co.th/mobile/run1_banner.png,evidence/egat.co.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/egat.co.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.egat.co.th/home/; interstitial_clicked=""""; interstitial_step1_after=evidence/egat.co.th/mobile/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/egat.co.th/mobile/run1_interstitial_step2_before.png; "
erc.or.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T16:02:10.601Z,https://erc.or.th/,ok,,1,,unknown,th,1,1,1,1,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,,,,,,,,,,evidence/erc.or.th/desktop/run1_banner.png,evidence/erc.or.th/desktop/run1_manage.png,interstitial_step1_before=evidence/erc.or.th/desktop/run1_interstitial_step1_before.png; 
erc.or.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T16:03:00.424Z,https://erc.or.th/,ok,,1,,unknown,th,1,1,1,1,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,,,,,,,,,,evidence/erc.or.th/desktop/run2_banner.png,evidence/erc.or.th/desktop/run2_manage.png,interstitial_step1_before=evidence/erc.or.th/desktop/run2_interstitial_step1_before.png; 
erc.or.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T16:03:10.851Z,https://erc.or.th/,ok,,1,,unknown,th,1,1,1,1,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,,,,,,,,,,evidence/erc.or.th/mobile/run1_banner.png,evidence/erc.or.th/mobile/run1_manage.png,interstitial_step1_before=evidence/erc.or.th/mobile/run1_interstitial_step1_before.png; 
pwa.co.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T16:03:18.873Z,https://customer-application.pwa.co.th/register-service/add,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,evidence/pwa.co.th/desktop/run1_banner.png,,"interstitial_step1_before=evidence/pwa.co.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://pwa.co.th/index.html; interstitial_clicked=""""; interstitial_step1_after=evidence/pwa.co.th/desktop/run1_interstitial_step1_after.png; "
erc.or.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T16:03:14.051Z,https://erc.or.th/,ok,,1,,unknown,th,1,1,1,1,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,,,,,,,,,,evidence/erc.or.th/mobile/run2_banner.png,evidence/erc.or.th/mobile/run2_manage.png,interstitial_step1_before=evidence/erc.or.th/mobile/run2_interstitial_step1_before.png; 
pwa.co.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T16:03:25.637Z,https://customer-application.pwa.co.th/register-service/add,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,evidence/pwa.co.th/desktop/run2_banner.png,,"interstitial_step1_before=evidence/pwa.co.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://pwa.co.th/index.html; interstitial_clicked=""""; interstitial_step1_after=evidence/pwa.co.th/desktop/run2_interstitial_step1_after.png; "
pwa.co.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T16:03:26.685Z,https://customer-application.pwa.co.th/register-service/add,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,evidence/pwa.co.th/mobile/run1_banner.png,,"interstitial_step1_before=evidence/pwa.co.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://pwa.co.th/index.html; interstitial_clicked=""""; interstitial_step1_after=evidence/pwa.co.th/mobile/run1_interstitial_step1_after.png; "
pwa.co.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T16:03:28.401Z,https://customer-application.pwa.co.th/register-service/add,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,evidence/pwa.co.th/mobile/run2_banner.png,,"interstitial_step1_before=evidence/pwa.co.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://pwa.co.th/index.html; interstitial_clicked=""""; interstitial_step1_after=evidence/pwa.co.th/mobile/run2_interstitial_step1_after.png; interstitial_checkboxes_ticked=1; interstitial_step2_before=evidence/pwa.co.th/mobile/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://pwa.co.th/#content; interstitial_clicked=""""; interstitial_step2_after=evidence/pwa.co.th/mobile/run2_interstitial_step2_after.png; interstitial_checkboxes_ticked=1; interstitial_step3_before=evidence/pwa.co.th/mobile/run2_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://pwa.co.th/#content; interstitial_clicked=""""; interstitial_step3_after=evidence/pwa.co.th/mobile/run2_interstitial_step3_after.png; "
mwa.co.th,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T16:03:34.540Z,https://www.mwa.co.th/home/,ok,,1,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,evidence/mwa.co.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/mwa.co.th/desktop/run2_interstitial_step1_before.png; 
mwa.co.th,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T16:03:34.376Z,https://www.mwa.co.th/home/,ok,,1,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,evidence/mwa.co.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/mwa.co.th/desktop/run1_interstitial_step1_before.png; 
mwa.co.th,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T16:03:39.469Z,https://www.mwa.co.th/home/,ok,,1,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,evidence/mwa.co.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/mwa.co.th/mobile/run1_interstitial_step1_before.png; 
mwa.co.th,TELCO_UTIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T16:03:50.992Z,https://www.mwa.co.th/home/,ok,,1,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mwa.co.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/mwa.co.th/mobile/run2_interstitial_step1_before.png; 
pttplc.com,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T16:03:50.996Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://pttplc.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
pttplc.com,TELCO_UTIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T16:03:58.249Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://pttplc.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
pttep.com,TELCO_UTIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T16:04:58.309Z,"https://validate.perfdrive.com/4448b7250a2ba91d43bf86c72044f503/?ssa=b4eeb014-fbff-4a1e-a107-308c6a21eed5&ssb=14820222978&ssc=https%3A%2F%2Fwww.pttep.com%2F&ssi=4ca74a4f-c58r-44c7-98e6-a9b39f0c756d&ssk=support@shieldsquare.com&ssm=60425143978882454103411499539570&ssn=ba00547ab6e1276205b14a93c1c7758af0d99f0eb85c-9d44-4537-b43644&sso=9fde9ba7-732b47dd5c17759ab5b91eb8e7dac830738d161fda74499f&ssp=87588479521770978352177093241545975&ssq=98858449869992406695698699014465360869161&ssr=MTg0LjIyLjE3LjE0NA==&sst=Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20HeadlessChrome/145.0.7632.6%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjkwMDA5ZjBlYjg1Yy05ZDQ0LTQ1MzctYmJhNy03MzJiNDdkZDVjMTcxLTE3NzA5OTg2OTkwNjEwLTAwMjk0NTJjZDMwZmJmNTVlOGIxMCIsInV6bXgiOiI3ZjkwMDBkZWYyNDU3NS00NGM1LTRjYjEtYTZmOS03MjRlODc3Mjc5MDMxLTE3NzA5OTg2OTkwNjEwLTcyMTQ1N2QxODQ5NmYzZTExMCIsInJkIjoicHR0ZXAuY29tIn0=",ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/pttep.com/desktop/run1_banner.png,,interstitial_step1_before=evidence/pttep.com/desktop/run1_interstitial_step1_before.png; 
pttplc.com,TELCO_UTIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T16:04:07.187Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://pttplc.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
